"TOA5","CS110","CR1000","93710","CR1000.Std.32.04","CPU:CS110_1675_5Hz.cr1","47528","Tab"
"TIMESTAMP","RECORD","E_field","status","leakage_cur","panel_temp","battery_volt","internal_RH"
"TS","RN","volts/m","","nA","DegC","V","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-06-26 15:10:01.2",273,0.3,1,0.01,21.48,11.99,40.74
"2023-06-26 15:10:01.4",274,0.3000022,1,0.011,21.51,11.98,40.7
"2023-06-26 15:10:01.6",275,-0.3082254,1,0.01,21.48,11.98,40.74
"2023-06-26 15:10:01.8",276,0.3,1,0.01,21.48,11.99,40.7
"2023-06-26 15:10:02",277,0.3000022,1,0.011,21.51,11.98,40.7
"2023-06-26 15:10:02.2",278,-0.3082254,1,0.01,21.51,11.98,40.74
"2023-06-26 15:10:02.4",279,0.3,1,0.01,21.51,11.98,40.7
"2023-06-26 15:10:02.6",280,-0.004112184,1,0.011,21.48,11.98,40.7
"2023-06-26 15:10:02.8",281,0.3,1,0.01,21.48,11.98,40.7
"2023-06-26 15:10:03",282,0.3,1,0.01,21.48,11.98,40.7
"2023-06-26 15:10:03.2",283,-0.004112184,1,0.011,21.51,11.98,40.7
"2023-06-26 15:10:03.4",284,-0.3082265,1,0.01,21.51,11.99,40.74
"2023-06-26 15:10:03.6",285,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:10:03.8",286,-0.3082254,1,0.011,21.48,11.98,40.7
"2023-06-26 15:10:04",287,0.3,1,0.01,21.48,11.98,40.7
"2023-06-26 15:10:04.2",288,0.3000022,1,0.011,21.48,11.98,40.7
"2023-06-26 15:10:04.4",289,-0.6123387,1,0.011,21.51,11.98,40.7
"2023-06-26 15:10:04.6",290,-0.3082254,1,0.01,21.48,11.98,40.7
"2023-06-26 15:10:04.8",291,-0.3082254,1,0.01,21.51,11.98,40.7
"2023-06-26 15:10:05",292,0.3000022,1,0.011,21.48,11.99,40.7
"2023-06-26 15:10:05.2",293,-0.3082254,1,0.01,21.48,11.98,40.74
"2023-06-26 15:10:05.4",294,-0.3082254,1,0.01,21.51,11.98,40.7
"2023-06-26 15:10:05.6",295,-0.3082244,1,0.011,21.48,11.98,40.7
"2023-06-26 15:10:05.8",296,-0.3082254,1,0.01,21.51,11.98,40.7
"2023-06-26 15:10:06",297,-0.3082254,1,0.01,21.48,11.99,40.7
"2023-06-26 15:10:06.2",298,0.3000022,1,0.011,21.51,11.98,40.7
"2023-06-26 15:10:06.4",299,-0.3082254,1,0.01,21.51,11.98,40.74
"2023-06-26 15:10:06.6",300,-0.3082254,1,0.01,21.48,11.98,40.7
"2023-06-26 15:10:06.8",301,0.3000022,1,0.011,21.51,11.98,40.7
"2023-06-26 15:10:07",302,-0.0041143,1,0.01,21.51,11.98,40.7
"2023-06-26 15:10:07.2",303,0.3000022,1,0.011,21.51,11.98,40.7
